סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
1315,מתן,המרכז,פתח תקווה,יישובים יהודיים 4999-2000 תושבים,דרום השרון,דרום השרון,"3,631","3,631","3,603",-,אשכול רשויות השרון            
1184,מתת,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור אילון,220,220,210,-,אשכול רשויות גליל מערבי       
3648,מתתיהו,יהודה והשומרון,,מושבים שיתופיים,מטה בנימין,,898,898,896,-,אשכול יהודה ושומרון           
4551,נאות גולן,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,636,627,588,9,אשכול רשויות גליל מזרחי       
1124,נאות הכיכר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,תמר,אזור ים המלח,441,441,409,-,
1770,נאות חובב,הדרום,באר שבע,מוקד תעסוקה,מועצה מקומית,אזור באר שבע,-,-,-,-,
408,נאות מרדכי,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,650,649,612,1,אשכול רשויות גליל מזרחי       
1197,נאות סמדר,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,229,222,216,7,אשכול רשויות נגב מזרחי        
524,נאעורה,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,הגלבוע,רמת כוכב,"2,347",1,-,"2,346",אשכול רשויות הגליל והעמקים    
396,נבטים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור באר שבע,"1,053","1,053","1,045",-,אשכול רשויות נגב מערבי        
315,נגבה,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,962,962,926,-,אשכול רשויות שורק דרומי       
3724,נגוהות,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,376,376,376,-,
309,נהורה,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,לכיש,אזור לכיש,"1,184","1,184","1,164",-,
80,נהלל,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,"1,181","1,161","1,012",20,אשכול רשויות הגליל והעמקים    
9100,נהרייה,הצפון,עכו,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור נהרייה,"59,155","57,688","50,223","1,467",אשכול רשויות גליל מערבי       
4304,נוב,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,995,995,995,-,אשכול רשויות גליל מזרחי       
55,נוגה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,580,580,577,-,
1366,נווה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,"1,314","1,314","1,314",-,אשכול רשויות נגב מערבי        
926,נווה אבות,חיפה,חדרה,יישובים מוסדיים יהודיים,,אזור חדרה,50,49,47,1,
590,נווה אור,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,350,350,340,-,אשכול רשויות הכנרת והעמקים    
4303,"נווה אטי""ב",הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,אזור החרמון,127,127,122,-,אשכול רשויות גליל מזרחי       
405,נווה אילן,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,985,981,963,4,
1702,נווה אילן*,ירושלים,ירושלים,מוקד תעסוקה,מטה יהודה,הרי יהודה,-,-,-,-,
296,נווה איתן,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,301,300,265,1,אשכול רשויות הכנרת והעמקים    
3725,נווה דניאל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,340","2,340","2,338",-,
1057,נווה זוהר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,תמר,אזור ים המלח,54,39,39,15,
1314,נווה זיו,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור יחיעם,974,973,929,1,אשכול רשויות גליל מערבי       
1279,נווה חריף,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,103,103,98,-,אשכול רשויות נגב מזרחי        
312,נווה ים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,237,237,235,-,
686,נווה ימין,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,078","1,075","1,045",3,אשכול רשויות השרון            
858,נווה ירק,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,279","1,279","1,253",-,אשכול רשויות השרון            
827,נווה מבטח,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,701,701,691,-,אשכול רשויות שורק דרומי       
1071,נווה מיכאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,877,866,860,11,
3573,נווה צוף,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,494","1,494","1,493",-,אשכול יהודה ושומרון           
1259,נווה שלום,ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,שפלת יהודה,332,171,151,161,
15,נועם,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,363,363,355,-,
1333,נוף איילון,המרכז,רמלה,יישובים יהודיים 4999-2000 תושבים,גזר,אזור מודיעין,"2,080","2,080","2,079",-,
1061,נוף הגליל,הצפון,,יישובים יהודיים 49999-20000 תושבים,עירייה,הרי נצרת-תירען,"41,939","29,209","22,740","12,730",אשכול רשויות הגליל והעמקים    
3790,נופים,יהודה והשומרון,,יישובים כפריים אחרים יהודיים,שומרון,,949,948,919,1,
1284,נופית,חיפה,חיפה,יישובים יהודיים 4999-2000 תושבים,זבולון,אזור חיפה,"2,597","2,584","2,561",13,אשכול רשויות המפרץ            
257,נופך,המרכז,פתח תקווה,יישובים קהילתיים,חבל מודיעין,אזור פתח תקווה,605,605,602,-,
3726,נוקדים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,590","2,590","2,512",-,
447,נורדייה,המרכז,השרון,מושבים שיתופיים 4999-2000 תושבים,לב השרון,מערב השרון,"2,233","2,233","1,937",-,אשכול רשויות השרון            
833,נורית,הצפון,יזרעאל,יישובים קהילתיים,הגלבוע,עמק חרוד,213,213,211,-,אשכול רשויות הגליל והעמקים    
59,נחושה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,496","1,496","1,494",-,
844,נחל עוז,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,468,468,458,-,אשכול רשויות נגב מערבי        
2045,נחלה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,יואב,אזור מלאכי,711,711,711,-,אשכול רשויות שורק דרומי       
3767,נחליאל,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,735,735,735,-,אשכול יהודה ושומרון           
449,נחלים,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,848","1,848","1,845",-,
809,נחם,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,548,518,515,30,
522,נחף,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור כרמיאל,"13,331",21,13,"13,310",אשכול רשויות בית הכרם הגלילי  
433,נחשולים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,695,695,675,-,
777,נחשון,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,588,583,573,5,
705,נחשונים,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,418,418,414,-,אשכול רשויות השרון            
1147,נטועה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,303,303,302,-,אשכול רשויות גליל מערבי       
4014,נטור,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,872,872,862,-,אשכול רשויות גליל מזרחי       
1369,נטע,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,674,674,674,-,
174,נטעים,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,628,628,622,-,
1254,נטף,ירושלים,ירושלים,יישובים קהילתיים,מטה יהודה,הרי יהודה,459,459,439,-,
523,ניין,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,בוסתן אל-מרג',רמת כוכב,"1,898",2,1,"1,896",אשכול רשויות הגליל והעמקים    
3655,"ניל""י",יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,848","1,846","1,794",2,אשכול יהודה ושומרון           
351,ניצן,הדרום,אשקלון,יישובים יהודיים 4999-2000 תושבים,חוף אשקלון,אזור אשקלון,"2,573","2,573","2,565",-,
1419,ניצן ב',הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,444,444,440,-,
1195,ניצנה (קהילת חינוך),הדרום,באר שבע,יישובים מוסדיים יהודיים,רמת נגב,הר הנגב הצפוני,348,203,129,145,אשכול רשויות נגב מזרחי        
1280,ניצני סיני,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,רמת נגב,הר הנגב הצפוני,286,286,261,-,אשכול רשויות נגב מזרחי        
851,ניצני עוז,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מזרח השרון,"1,110","1,110","1,093",-,אשכול רשויות השרון            
359,ניצנים,הדרום,אשקלון,קיבוצים,חוף אשקלון,אזור אשקלון,524,524,514,-,
808,ניר אליהו,המרכז,פתח תקווה,קיבוצים,דרום השרון,דרום השרון,562,560,556,2,אשכול רשויות השרון            
553,ניר בנים,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,745,745,745,-,אשכול רשויות שורק דרומי       
720,ניר גלים,המרכז,רחובות,מושבים שיתופיים,חבל יבנה,אזור רחובות,"1,408","1,402","1,397",6,אשכול רשויות שורק דרומי       
256,ניר דוד (תל עמל),הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,740,739,714,1,אשכול רשויות הכנרת והעמקים    
11,"ניר ח""ן",הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,563,563,547,-,
165,ניר יפה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,725,725,721,-,אשכול רשויות הגליל והעמקים    
402,ניר יצחק,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,640,640,627,-,אשכול רשויות נגב מערבי        
699,ניר ישראל,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,888,888,873,-,
2047,ניר משה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,593,593,579,-,אשכול רשויות נגב מערבי        
69,ניר עוז,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,386,385,368,1,אשכול רשויות נגב מערבי        
348,ניר עם,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,644,644,627,-,אשכול רשויות נגב מערבי        
